QueryId,DocumentId
3,17
3,18
3,22
3,23
3,26
3,28
3,42
3,49
3,51
3,52
3,58
3,59
3,63
3,64
3,65
3,67
3,68
3,73
3,75
3,77
3,78
3,80
3,83
3,84
3,85
3,92
3,95
3,96
3,97
3,101
3,105
3,107
3,109
3,110
3,111
3,112
3,114
3,119
3,120
3,123
3,124
3,126
3,127
3,129
3,131
3,134
3,136
3,137
3,141
3,143
3,145
3,147
3,151
3,153
3,158
3,161
3,162
3,163
3,165
3,168
3,172
3,173
3,174
3,176
3,177
3,179
3,182
3,184
3,187
3,190
3,191
3,193
3,197
3,199
3,201
3,203
3,207
3,210
3,213
3,214
3,216
3,217
3,219
3,220
3,223
3,224
3,225
3,226
3,229
3,231
3,237
3,238
3,240
3,241
3,242
3,244
3,245
3,248
3,249
3,250
3,258
3,260
3,262
3,263
3,264
3,270
3,274
3,276
3,277
3,278
3,281
3,282
3,284
3,291
3,302
3,303
3,307
3,309
3,314
3,317
3,320
3,322
3,325
3,329
3,330
3,332
3,340
3,347
3,348
3,351
3,353
3,355
3,362
3,363
3,365
3,366
3,368
3,371
3,381
3,385
3,386
3,387
3,388
3,390
3,391
3,393
3,394
3,396
3,398
3,403
3,406
3,411
3,412
3,413
3,414
3,421
4,211
4,326
4,334
4,349
4,370
4,308
4,359
4,407
4,304
4,395
4,257
4,121
4,252
4,383
4,350
4,12
4,268
4,384
4,171
4,47
4,323
4,343
4,419
4,30
4,185
4,288
4,376
4,324
4,170
4,294
4,382
4,305
4,338
4,259
4,367
4,29
4,106
4,156
4,331
4,228
4,100
4,290
4,422
4,169
4,327
4,354
4,374
4,202
4,154
4,1
4,70
4,89
4,157
4,164
4,148
4,94
4,280
4,196
4,352
4,25
4,328
4,99
4,406
4,306
4,315
4,405
4,38
4,378
4,135
4,166
4,272
4,360
4,344
4,254
4,345
4,159
4,118
4,389
4,139
4,17
4,287
4,140
4,200
4,335
4,337
4,192
4,49
4,418
4,32
4,195
4,71
4,391
4,76
4,377
4,54
4,142
4,128
4,65
4,279
4,155
4,414
4,28
4,115
4,295
4,267
4,346
4,361
4,277
4,313
4,194
4,11
4,319
4,233
4,90
4,372
4,297
4,10
4,177
4,96
4,300
4,221
4,251
4,255
4,36
4,404
4,215
4,399
4,284
4,6
4,238
4,34
4,307
4,421
4,113
4,87
4,86
4,3
4,408
4,309
4,9
4,292
4,78
4,48
4,342
4,400
4,33
4,364
4,45
4,356
4,55
4,210
4,182
4,175
4,174
4,158
4,402
4,91
4,379
4,320
4,56
4,390
4,296
4,262
4,413
4,245
4,271
4,286
4,108
4,291
4,283
4,329
4,184
4,316
4,410
4,14
4,162
4,274
4,132
4,218
4,105
4,234
4,43
4,5
4,116
4,278
4,79
4,27
4,39
4,15
4,168
4,401
4,23
4,204
4,247
4,46
4,198
4,303
4,178
4,179
4,146
4,302
4,138
4,93
4,258
4,260
4,269
4,392
4,396
4,220
4,420
4,66
4,110
4,229
4,44
4,416
4,208
4,275
4,351
4,387
4,130
4,160
4,109
4,131
4,147
4,256
4,398
4,22
4,82
4,126
4,264
4,67
4,203
4,219
4,237
4,242
4,4
4,123
4,133
4,173
4,403
4,69
4,301
4,61
4,276
4,412
4,417
4,26
4,84
4,188
4,394
4,333
4,385
4,289
4,411
4,51
4,183
4,244
4,249
4,299
4,353
4,222
4,250
4,357
4,397
4,102
4,124
4,141
4,209
4,235
4,363
4,388
4,62
4,125
4,380
4,35
4,58
4,127
4,227
4,230
4,339
4,348
4,355
4,358
4,386
4,24
4,75
4,81
4,114
4,189
4,240
4,265
4,266
4,369
4,19
4,50
4,95
4,117
4,151
4,239
4,322
4,40
4,97
4,120
4,193
4,225
4,261
4,270
4,281
4,341
4,37
4,68
4,149
4,180
4,213
4,217
4,231
4,368
4,53
4,63
4,64
4,88
4,92
4,107
4,241
4,253
4,293
4,340
4,409
4,7
4,16
4,42
4,73
4,85
4,143
4,163
4,176
4,199
4,232
4,236
4,263
4,273
4,298
4,310
4,318
4,423
4,13
4,18
4,20
4,21
4,31
4,52
4,57
4,72
4,74
4,104
4,112
4,136
4,145
4,152
4,167
4,190
4,205
4,207
4,212
4,216
4,223
4,224
4,226
4,243
4,248
4,285
4,330
4,347
4,366
4,371
4,373
4,375
4,415
4,2
4,8
4,41
4,59
4,60
4,77
4,80
4,83
4,98
4,101
4,103
4,111
4,119
4,122
4,129
4,134
4,137
4,144
4,150
4,153
4,161
4,165
4,172
4,181
4,186
4,187
4,191
4,197
4,201
4,206
4,214
4,246
4,282
4,311
4,312
4,314
4,317
4,321
4,325
4,332
4,336
4,362
4,365
4,381
4,393
5,211
5,349
5,326
5,334
5,407
5,370
5,308
5,252
5,395
5,12
5,304
5,359
5,350
5,383
5,324
5,30
5,257
5,384
5,170
5,171
5,268
5,419
5,376
5,106
5,185
5,323
5,121
5,169
5,29
5,259
5,288
5,386
5,405
5,374
5,154
5,335
5,343
5,70
5,327
5,55
5,309
5,377
5,87
5,280
5,287
5,294
5,315
5,45
5,127
5,179
5,275
5,286
5,313
5,322
5,329
5,342
5,37
5,52
5,191
5,221
5,240
5,292
5,297
5,301
5,305
5,332
5,361
5,365
5,414
5,35
5,86
5,94
5,99
5,108
5,128
5,194
5,204
5,213
5,235
5,248
5,403
5,1
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,31
5,32
5,33
5,34
5,36
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,46
5,47
5,48
5,49
5,50
5,51
5,53
5,54
5,56
5,57
5,58
5,59
5,60
5,61
5,62
5,63
5,64
5,65
5,66
5,67
5,68
5,69
5,71
5,72
5,73
5,74
5,75
5,76
5,77
5,78
5,79
5,80
5,81
5,82
5,83
5,84
5,85
5,88
5,89
5,90
5,91
5,92
5,93
5,95
5,96
5,97
5,98
5,100
5,101
5,102
5,103
5,104
5,105
5,107
5,109
5,110
5,111
5,112
5,113
5,114
5,115
5,116
5,117
5,118
5,119
5,120
5,122
5,123
5,124
5,125
5,126
5,129
5,130
5,131
5,132
5,133
5,134
5,135
5,136
5,137
5,138
5,139
5,140
5,141
5,142
5,143
5,144
5,145
5,146
5,147
5,148
5,149
5,150
5,151
5,152
5,153
5,155
5,156
5,157
5,158
5,159
5,160
5,161
5,162
5,163
5,164
5,165
5,166
5,167
5,168
5,172
5,173
5,174
5,175
5,176
5,177
5,178
5,180
5,181
5,182
5,183
5,184
5,186
5,187
5,188
5,189
5,190
5,192
5,193
5,195
5,196
5,197
5,198
5,199
5,200
5,201
5,202
5,203
5,205
5,206
5,207
5,208
5,209
5,210
5,212
5,214
5,215
5,216
5,217
5,218
5,219
5,220
5,222
5,223
5,224
5,225
5,226
5,227
5,228
5,229
5,230
5,231
5,232
5,233
5,234
5,236
5,237
5,238
5,239
5,241
5,242
5,243
5,244
5,245
5,246
5,247
5,249
5,250
5,251
5,253
5,254
5,255
5,256
5,258
5,260
5,261
5,262
5,263
5,264
5,265
5,266
5,267
5,269
5,270
5,271
5,272
5,273
5,274
5,276
5,277
5,278
5,279
5,281
5,282
5,283
5,284
5,285
5,289
5,290
5,291
5,293
5,295
5,296
5,298
5,299
5,300
5,302
5,303
5,306
5,307
5,310
5,311
5,312
5,314
5,316
5,317
5,318
5,319
5,320
5,321
5,325
5,328
5,330
5,331
5,333
5,336
5,337
5,338
5,339
5,340
5,341
5,344
5,345
5,346
5,347
5,348
5,351
5,352
5,353
5,354
5,355
5,356
5,357
5,358
5,360
5,362
5,363
5,364
5,366
5,367
5,368
5,369
5,371
5,372
5,373
5,375
5,378
5,379
5,380
5,381
5,382
5,385
5,387
5,388
5,389
5,390
5,391
5,392
5,393
5,394
5,396
5,397
5,398
5,399
5,400
5,401
5,402
5,404
5,406
5,408
5,409
5,410
5,411
5,412
5,413
5,415
5,416
5,417
5,418
5,420
5,421
5,422
5,423
6,326
6,308
6,211
6,349
6,334
6,257
6,324
6,323
6,407
6,268
6,304
6,395
6,252
6,12
6,359
6,370
6,350
6,343
6,288
6,171
6,383
6,305
6,30
6,338
6,170
6,185
6,384
6,419
6,331
6,47
6,259
6,354
6,106
6,169
6,29
6,126
6,376
6,196
6,154
6,422
6,398
6,294
6,400
6,290
6,94
6,374
6,20
6,327
6,405
6,76
6,118
6,164
6,389
6,222
6,103
6,364
6,287
6,335
6,315
6,156
6,380
6,128
6,166
6,251
6,372
6,121
6,25
6,100
6,318
6,280
6,88
6,120
6,237
6,276
6,303
6,355
6,382
6,57
6,86
6,165
6,204
6,345
6,360
6,13
6,31
6,81
6,150
6,189
6,207
6,295
6,339
6,36
6,155
6,337
6,1
6,39
6,43
6,89
6,157
6,236
6,246
6,254
6,271
6,87
6,10
6,45
6,54
6,62
6,66
6,69
6,79
6,99
6,125
6,130
6,132
6,138
6,215
6,218
6,233
6,301
6,313
6,379
6,410
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,11
6,14
6,15
6,16
6,17
6,18
6,19
6,21
6,22
6,23
6,24
6,26
6,27
6,28
6,32
6,33
6,34
6,35
6,37
6,38
6,40
6,41
6,42
6,44
6,46
6,48
6,49
6,50
6,51
6,52
6,53
6,55
6,56
6,58
6,59
6,60
6,61
6,63
6,64
6,65
6,67
6,68
6,70
6,71
6,72
6,73
6,74
6,75
6,77
6,78
6,80
6,82
6,83
6,84
6,85
6,90
6,91
6,92
6,93
6,95
6,96
6,97
6,98
6,101
6,102
6,104
6,105
6,107
6,108
6,109
6,110
6,111
6,112
6,113
6,114
6,115
6,116
6,117
6,119
6,122
6,123
6,124
6,127
6,129
6,131
6,133
6,134
6,135
6,136
6,137
6,139
6,140
6,141
6,142
6,143
6,144
6,145
6,146
6,147
6,148
6,149
6,151
6,152
6,153
6,158
6,159
6,160
6,161
6,162
6,163
6,167
6,168
6,172
6,173
6,174
6,175
6,176
6,177
6,178
6,179
6,180
6,181
6,182
6,183
6,184
6,186
6,187
6,188
6,190
6,191
6,192
6,193
6,194
6,195
6,197
6,198
6,199
6,200
6,201
6,202
6,203
6,205
6,206
6,208
6,209
6,210
6,212
6,213
6,214
6,216
6,217
6,219
6,220
6,221
6,223
6,224
6,225
6,226
6,227
6,228
6,229
6,230
6,231
6,232
6,234
6,235
6,238
6,239
6,240
6,241
6,242
6,243
6,244
6,245
6,247
6,248
6,249
6,250
6,253
6,255
6,256
6,258
6,260
6,261
6,262
6,263
6,264
6,265
6,266
6,267
6,269
6,270
6,272
6,273
6,274
6,275
6,277
6,278
6,279
6,281
6,282
6,283
6,284
6,285
6,286
6,289
6,291
6,292
6,293
6,296
6,297
6,298
6,299
6,300
6,302
6,306
6,307
6,309
6,310
6,311
6,312
6,314
6,316
6,317
6,319
6,320
6,321
6,322
6,325
6,328
6,329
6,330
6,332
6,333
6,336
6,340
6,341
6,342
6,344
6,346
6,347
6,348
6,351
6,352
6,353
6,356
6,357
6,358
6,361
6,362
6,363
6,365
6,366
6,367
6,368
6,369
6,371
6,373
6,375
6,377
6,378
6,381
6,385
6,386
6,387
6,388
6,390
6,391
6,392
6,393
6,394
6,396
6,397
6,399
6,401
6,402
6,403
6,404
6,406
6,408
6,409
6,411
6,412
6,413
6,414
6,415
6,416
6,417
6,418
6,420
6,421
6,423
7,384
7,49
7,156
7,421
7,406
7,47
7,121
7,87
7,169
7,287
7,294
7,334
7,326
7,153
7,343
7,89
7,211
7,408
7,239
7,185
7,321
7,315
7,175
7,228
7,107
7,232
7,170
7,99
7,327
7,43
7,1
7,367
7,100
7,350
7,349
7,304
7,290
7,226
7,399
7,155
7,12
7,135
7,370
7,272
7,192
7,346
7,164
7,422
7,126
7,382
7,38
7,308
7,88
7,397
7,306
7,140
7,221
7,159
7,236
7,414
7,395
7,32
7,17
7,157
7,6
7,39
7,333
7,48
7,418
7,254
7,407
7,46
7,42
7,194
7,378
7,267
7,322
7,115
7,316
7,173
7,148
7,202
7,117
7,78
7,92
7,417
7,65
7,195
7,324
7,80
7,255
7,277
7,168
7,189
7,234
7,373
7,360
7,245
7,45
7,29
7,252
7,352
7,251
7,215
7,376
7,61
7,303
7,292
7,359
7,268
7,283
7,329
7,364
7,402
7,41
7,27
7,50
7,13
7,104
7,201
7,260
7,281
7,288
7,337
7,31
7,68
7,142
7,183
7,196
7,409
7,151
7,257
7,356
7,405
7,54
7,162
7,166
7,204
7,247
7,274
7,295
7,297
7,342
7,377
7,419
7,7
7,341
7,411
7,413
7,420
7,122
7,242
7,284
7,365
7,120
7,238
7,261
7,318
7,328
7,410
7,4
7,11
7,30
7,96
7,123
7,133
7,171
7,174
7,280
7,345
7,374
7,396
7,403
7,404
7,55
7,177
7,209
7,233
7,361
7,14
7,26
7,70
7,84
7,93
7,101
7,138
7,152
7,186
7,217
7,227
7,244
7,256
7,258
7,265
7,266
7,319
7,355
7,358
7,363
7,380
7,387
7,389
7,398
7,3
7,5
7,15
7,19
7,33
7,34
7,44
7,56
7,71
7,79
7,95
7,116
7,208
7,271
7,286
7,307
7,338
7,383
7,385
7,9
7,10
7,16
7,22
7,23
7,25
7,40
7,73
7,82
7,85
7,86
7,91
7,97
7,128
7,130
7,139
7,143
7,160
7,163
7,176
7,184
7,193
7,198
7,199
7,220
7,222
7,225
7,250
7,259
7,263
7,270
7,273
7,278
7,291
7,298
7,300
7,305
7,310
7,313
7,323
7,344
7,357
7,416
7,423
7,2
7,8
7,18
7,20
7,21
7,24
7,28
7,35
7,36
7,37
7,51
7,52
7,53
7,57
7,58
7,59
7,60
7,62
7,63
7,64
7,66
7,67
7,69
7,72
7,74
7,75
7,76
7,77
7,81
7,83
7,90
7,94
7,98
7,102
7,103
7,105
7,106
7,108
7,109
7,110
7,111
7,112
7,113
7,114
7,118
7,119
7,124
7,125
7,127
7,129
7,131
7,132
7,134
7,136
7,137
7,141
7,144
7,145
7,146
7,147
7,149
7,150
7,154
7,158
7,161
7,165
7,167
7,172
7,178
7,179
7,180
7,181
7,182
7,187
7,188
7,190
7,191
7,197
7,200
7,203
7,205
7,206
7,207
7,210
7,212
7,213
7,214
7,216
7,218
7,219
7,223
7,224
7,229
7,230
7,231
7,235
7,237
7,240
7,241
7,243
7,246
7,248
7,249
7,253
7,262
7,264
7,269
7,275
7,276
7,279
7,282
7,285
7,289
7,293
7,296
7,299
7,301
7,302
7,309
7,311
7,312
7,314
7,317
7,320
7,325
7,330
7,331
7,332
7,335
7,336
7,339
7,340
7,347
7,348
7,351
7,353
7,354
7,362
7,366
7,368
7,369
7,371
7,372
7,375
7,379
7,381
7,386
7,388
7,390
7,391
7,392
7,393
7,394
7,400
7,401
7,412
7,415
8,156
8,339
8,358
8,155
8,61
8,212
8,303
8,5
8,11
8,344
8,269
8,47
8,242
8,25
8,343
8,7
8,195
8,144
8,258
8,211
8,356
8,34
8,272
8,167
8,326
8,41
8,121
8,207
8,88
8,294
8,249
8,75
8,38
8,50
8,292
8,334
8,370
8,261
8,79
8,142
8,342
8,315
8,36
8,316
8,267
8,350
8,70
8,329
8,352
8,149
8,100
8,341
8,345
8,349
8,27
8,97
8,271
8,166
8,20
8,394
8,408
8,221
8,54
8,298
8,377
8,170
8,251
8,309
8,367
8,49
8,116
8,418
8,66
8,346
8,371
8,305
8,89
8,122
8,40
8,59
8,91
8,110
8,113
8,291
8,311
8,141
8,285
8,382
8,215
8,308
8,65
8,87
8,169
8,185
8,335
8,355
8,68
8,80
8,93
8,320
8,46
8,191
8,328
8,375
8,173
8,183
8,260
8,325
8,139
8,159
8,181
8,279
8,63
8,99
8,128
8,148
8,160
8,168
8,198
8,208
8,297
8,318
8,337
8,411
8,423
8,1
8,53
8,117
8,129
8,147
8,193
8,231
8,255
8,262
8,274
8,295
8,301
8,306
8,360
8,380
8,420
8,421
8,23
8,35
8,94
8,164
8,174
8,175
8,186
8,188
8,253
8,256
8,266
8,270
8,302
8,321
8,333
8,361
8,405
8,416
8,3
8,10
8,30
8,32
8,45
8,55
8,86
8,140
8,227
8,243
8,257
8,278
8,287
8,290
8,323
8,338
8,348
8,374
8,384
8,403
8,412
8,2
8,4
8,6
8,8
8,9
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,21
8,22
8,24
8,26
8,28
8,29
8,31
8,33
8,37
8,39
8,42
8,43
8,44
8,48
8,51
8,52
8,56
8,57
8,58
8,60
8,62
8,64
8,67
8,69
8,71
8,72
8,73
8,74
8,76
8,77
8,78
8,81
8,82
8,83
8,84
8,85
8,90
8,92
8,95
8,96
8,98
8,101
8,102
8,103
8,104
8,105
8,106
8,107
8,108
8,109
8,111
8,112
8,114
8,115
8,118
8,119
8,120
8,123
8,124
8,125
8,126
8,127
8,130
8,131
8,132
8,133
8,134
8,135
8,136
8,137
8,138
8,143
8,145
8,146
8,150
8,151
8,152
8,153
8,154
8,157
8,158
8,161
8,162
8,163
8,165
8,171
8,172
8,176
8,177
8,178
8,179
8,180
8,182
8,184
8,187
8,189
8,190
8,192
8,194
8,196
8,197
8,199
8,200
8,201
8,202
8,203
8,204
8,205
8,206
8,209
8,210
8,213
8,214
8,216
8,217
8,218
8,219
8,220
8,222
8,223
8,224
8,225
8,226
8,228
8,229
8,230
8,232
8,233
8,234
8,235
8,236
8,237
8,238
8,239
8,240
8,241
8,244
8,245
8,246
8,247
8,248
8,250
8,252
8,254
8,259
8,263
8,264
8,265
8,268
8,273
8,275
8,276
8,277
8,280
8,281
8,282
8,283
8,284
8,286
8,288
8,289
8,293
8,296
8,299
8,300
8,304
8,307
8,310
8,312
8,313
8,314
8,317
8,319
8,322
8,324
8,327
8,330
8,331
8,332
8,336
8,340
8,347
8,351
8,353
8,354
8,357
8,359
8,362
8,363
8,364
8,365
8,366
8,368
8,369
8,372
8,373
8,376
8,378
8,379
8,381
8,383
8,385
8,386
8,387
8,388
8,389
8,390
8,391
8,392
8,393
8,395
8,396
8,397
8,398
8,399
8,400
8,401
8,402
8,404
8,406
8,407
8,409
8,410
8,413
8,414
8,415
8,417
8,419
8,422
9,156
9,339
9,358
9,155
9,61
9,269
9,238
9,242
9,303
9,198
9,88
9,245
9,334
9,327
9,349
9,355
9,39
9,47
9,225
9,326
9,332
9,422
9,68
9,370
9,31
9,46
9,127
9,195
9,315
9,343
9,28
9,32
9,43
9,70
9,76
9,77
9,93
9,94
9,128
9,141
9,148
9,179
9,182
9,203
9,229
9,243
9,252
9,256
9,258
9,261
9,271
9,272
9,278
9,283
9,286
9,293
9,306
9,313
9,316
9,322
9,323
9,325
9,331
9,348
9,360
9,372
9,373
9,377
9,378
9,381
9,384
9,387
9,408
9,409
9,413
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,29
9,30
9,33
9,34
9,35
9,36
9,37
9,38
9,40
9,41
9,42
9,44
9,45
9,48
9,49
9,50
9,51
9,52
9,53
9,54
9,55
9,56
9,57
9,58
9,59
9,60
9,62
9,63
9,64
9,65
9,66
9,67
9,69
9,71
9,72
9,73
9,74
9,75
9,78
9,79
9,80
9,81
9,82
9,83
9,84
9,85
9,86
9,87
9,89
9,90
9,91
9,92
9,95
9,96
9,97
9,98
9,99
9,100
9,101
9,102
9,103
9,104
9,105
9,106
9,107
9,108
9,109
9,110
9,111
9,112
9,113
9,114
9,115
9,116
9,117
9,118
9,119
9,120
9,121
9,122
9,123
9,124
9,125
9,126
9,129
9,130
9,131
9,132
9,133
9,134
9,135
9,136
9,137
9,138
9,139
9,140
9,142
9,143
9,144
9,145
9,146
9,147
9,149
9,150
9,151
9,152
9,153
9,154
9,157
9,158
9,159
9,160
9,161
9,162
9,163
9,164
9,165
9,166
9,167
9,168
9,169
9,170
9,171
9,172
9,173
9,174
9,175
9,176
9,177
9,178
9,180
9,181
9,183
9,184
9,185
9,186
9,187
9,188
9,189
9,190
9,191
9,192
9,193
9,194
9,196
9,197
9,199
9,200
9,201
9,202
9,204
9,205
9,206
9,207
9,208
9,209
9,210
9,211
9,212
9,213
9,214
9,215
9,216
9,217
9,218
9,219
9,220
9,221
9,222
9,223
9,224
9,226
9,227
9,228
9,230
9,231
9,232
9,233
9,234
9,235
9,236
9,237
9,239
9,240
9,241
9,244
9,246
9,247
9,248
9,249
9,250
9,251
9,253
9,254
9,255
9,257
9,259
9,260
9,262
9,263
9,264
9,265
9,266
9,267
9,268
9,270
9,273
9,274
9,275
9,276
9,277
9,279
9,280
9,281
9,282
9,284
9,285
9,287
9,288
9,289
9,290
9,291
9,292
9,294
9,295
9,296
9,297
9,298
9,299
9,300
9,301
9,302
9,304
9,305
9,307
9,308
9,309
9,310
9,311
9,312
9,314
9,317
9,318
9,319
9,320
9,321
9,324
9,328
9,329
9,330
9,333
9,335
9,336
9,337
9,338
9,340
9,341
9,342
9,344
9,345
9,346
9,347
9,350
9,351
9,352
9,353
9,354
9,356
9,357
9,359
9,361
9,362
9,363
9,364
9,365
9,366
9,367
9,368
9,369
9,371
9,374
9,375
9,376
9,379
9,380
9,382
9,383
9,385
9,386
9,388
9,389
9,390
9,391
9,392
9,393
9,394
9,395
9,396
9,397
9,398
9,399
9,400
9,401
9,402
9,403
9,404
9,405
9,406
9,407
9,410
9,411
9,412
9,414
9,415
9,416
9,417
9,418
9,419
9,420
9,421
9,423
14,121
14,343
14,47
14,294
14,279
14,316
14,107
14,32
14,175
14,88
14,415
14,377
14,411
14,156
14,292
14,341
14,45
14,306
14,289
14,100
14,99
14,382
14,416
14,319
14,270
14,159
14,326
14,7
14,281
14,336
14,74
14,9
14,272
14,280
14,307
14,384
14,218
14,86
14,359
14,408
14,269
14,252
14,346
14,228
14,53
14,310
14,115
14,297
14,295
14,239
14,188
14,367
14,335
14,407
14,255
14,305
14,344
14,48
14,315
14,206
14,160
14,211
14,130
14,334
14,234
14,388
14,357
14,266
14,91
14,350
14,327
14,308
14,195
14,136
14,79
14,298
14,358
14,365
14,193
14,421
14,192
14,288
14,186
14,138
14,28
14,224
14,237
14,89
14,117
14,293
14,43
14,230
14,273
14,246
14,142
14,177
14,101
14,394
14,157
14,399
14,287
14,104
14,18
14,97
14,290
14,76
14,38
14,342
14,139
14,405
